Website URL,HSTS,HSTS_max_age,CSP,XCTO,XFO,Referrer_Policy,Perm_Policy,TLS_Version,HTTP_Code,Server,CORS,Cookie_HttpOnly,Cookie_Secure
https://www.rajagiri.edu.in/,1,63072000,1,0,"SAMEORIGIN, SAMEORIGIN",,0,11,200,Apache/2.4.62 (Rocky Linux) OpenSSL/3.0.7,*,0,0
https://www.psr.edu.in/,0,0,0,0,,,0,11,200,Apache,,0,0
https://www.veltech.edu.in/,0,0,0,0,,no-referrer-when-downgrade,0,11,200,cloudflare,,0,0
https://www.adit.ac.in/,0,0,0,0,,,0,11,200,Unknown,,0,0
https://www.kct.ac.in/,0,0,1,0,,,0,11,200,cloudflare,,0,0
https://www.kcet.ac.in/,0,0,1,0,,,0,11,200,hcdn,,0,0
https://www.srmist.edu.in/,0,0,0,0,,,0,11,403,awselb/2.0,,0,0
https://www.psgtech.edu/,0,0,0,0,,,0,11,200,Apache/2.2.15 (CentOS),,0,0
https://www.nmrec.edu.in/,0,0,0,0,,,0,11,200,Apache,,0,0
https://www.sssutms.co.in/,1,0,0,0,,,0,11,200,cloudflare,,0,0
https://www.psgtech.edu/,0,0,0,0,,,0,11,200,Apache/2.2.15 (CentOS),,0,0
https://www.prist.ac.in/,0,0,0,0,,,0,11,200,Apache,,0,0
https://www.mepcoeng.ac.in/,1,31536000,0,0,"DENY, DENY",strict-origin,0,11,200,Microsoft-IIS/10.0,,1,0
